question,intent,clean_question,label
Kindly provide the sales by category.,sales_by_category,kindly provide the sales by category,20
Can you list the bottom customers?,bottom_customers,can you list the bottom customers,4
Review top selling cities.,top_cities,review top selling cities,25
Give detailed monthly profit.,monthly_profit,give detailed monthly profit,14
Find all category performance,sales_by_category,find all category performance,20
Please calculate lowest sales cities.,bottom_cities,please calculate lowest sales cities,3
Please provide average revenue.,average_sales,please provide average revenue,1
Please calculate sales by year.,yearly_sales,please calculate sales by year,32
I want the total customer orders.,order_count,i want the total customer orders,16
Display overall year wise profit,yearly_profit,display overall year wise profit,31
Display all average business profit,average_profit,display all average business profit,0
Display overall lowest sales states,bottom_states,display overall lowest sales states,6
Calculate overall total customer orders,order_count,calculate overall total customer orders,16
Find average discount,discount_analysis,find average discount,10
Provide all least profitable states,bottom_states,provide all least profitable states,6
Can you compare segment sales?,sales_by_segment,can you compare segment sales,21
I need least popular products.,bottom_products,i need least popular products,5
Could you reveal the best cities?,top_cities,could you reveal the best cities,25
Find overall profit by category,category_profit,find overall profit by category,7
Kindly view the total profit.,total_profit,kindly view the total profit,28
Provide overall dashboard summary,dashboard_summary,provide overall dashboard summary,9
Reveal overall annual profit,yearly_profit,reveal overall annual profit,31
Provide all profit by category,category_profit,provide all profit by category,7
Please provide top cities.,top_cities,please provide top cities,25
Display category sales,sales_by_category,display category sales,20
Show the subcategory sales,sales_by_subcategory,show the subcategory sales,22
Plot subcategory wise sales.,sales_by_subcategory,plot subcategory wise sales,22
How much is customer segment sales?,sales_by_segment,how much is customer segment sales,21
Can you reveal top cities?,top_cities,can you reveal top cities,25
Could you create the stock overview?,inventory_summary,could you create the stock overview,12
Explain the average sales amount.,average_sales,explain the average sales amount,1
Compute complete average business sales,average_sales,compute complete average business sales,1
Summarize the region profit performance.,region_profit,summarize the region profit performance,19
Give complete premium customers.,top_customers,give complete premium customers,26
Find complete highest sales cities,top_cities,find complete highest sales cities,25
Analyze year wise sales.,yearly_sales,analyze year wise sales,32
Calculate all annual earnings,yearly_profit,calculate all annual earnings,31
Kindly provide the category profit performance.,category_profit,kindly provide the category profit performance,7
Show insights for least profitable product.,lowest_profit_product,show insights for least profitable product,13
Can you display the annual revenue?,yearly_sales,can you display the annual revenue,32
Review average revenue.,average_sales,review average revenue,1
Analyze performance of top region.,best_region,analyze performance of top region,2
Explain the segment performance.,sales_by_segment,explain the segment performance,21
How much is the worst sales region?,worst_region,how much is the worst sales region,30
