question,intent
Kindly give the segment performance.,sales_by_segment
Could you show the monthly business profit?,monthly_profit
Analyze performance of business overview.,dashboard_summary
Give complete overall discount.,discount_analysis
Please provide least profitable states.,bottom_states
Display complete segment wise sales.,sales_by_segment
Find complete business growth,sales_growth
Can you find best cities?,top_cities
Give detailed delivery performance.,shipping_analysis
Show insights for registered customers.,customer_count
Show me annual sales.,yearly_sales
Summarize business sales.,total_sales
Calculate all monthly sales,monthly_sales
Fetch total sales.,total_sales
Find the discount analysis.,discount_analysis
Analyze regional profit,region_profit
Provide top selling cities,top_cities
Analyze category sales.,sales_by_category
Generate the shipping performance.,shipping_analysis
Display all yearly sales,yearly_sales
Please calculate average sales.,average_sales
Review premium customers.,top_customers
I need annual earnings.,yearly_profit
Find complete business profit,total_profit
Compare yearly profit.,yearly_profit
Show grand total sales,total_sales
List overall least valuable customers,bottom_customers
Identify overall most profitable region,best_region
Explain lowest spending customers.,bottom_customers
Find profit by category.,category_profit
Fetch sales by month.,monthly_sales
Can you analyze the profit by region?,region_profit
I want the profit by category.,category_profit
Please provide total quantity.,quantity_analysis
Calculate complete sales average,average_sales
Please display the sales by month.,monthly_sales
Show me delivery performance.,shipping_analysis
Display the average sales,average_sales
Show complete highest profit product.,highest_profit_product
View bottom states.,bottom_states
Inspect average sales amount.,average_sales
Please analyze business growth.,sales_growth
Could you give the sales across subcategories?,sales_by_subcategory
Kindly show the year wise profit.,yearly_profit
Give complete sales across categories.,sales_by_category
Provide all average sales,average_sales
Show me segment wise sales.,sales_by_segment
Please calculate overall revenue.,total_sales
Tell me overall average revenue,average_sales
Show me the overall revenue.,total_sales
Provide all sales quantity,quantity_analysis
I'd like to know the sales by subcategory.,sales_by_subcategory
Show complete lowest performing region,worst_region
Summarize bottom 10 products.,bottom_products
Reveal overall inactive customers,bottom_customers
Tell me all grand total sales,total_sales
Can you display least profitable states?,bottom_states
Provide complete overall earnings,total_profit
Summarize the total customers.,customer_count
Kindly calculate the annual sales.,yearly_sales
Could you show the grand total profit?,total_profit
Can you give mean profit?,average_profit
Compare all segment sales,sales_by_segment
Can you find profit average?,average_profit
What is total orders?,order_count
Can I see the sales average?,average_sales
Provide the total revenue,total_sales
Could you provide the dashboard summary?,dashboard_summary
Generate highest sales cities.,top_cities
Could you provide the sales by year?,yearly_sales
Provide top selling cities.,top_cities
Display the premium customers,top_customers
Visualize worst performing states.,bottom_states
What is the discount offered?,discount_analysis
I would like business sales.,total_sales
Show me the bottom cities.,bottom_cities
Find the month wise sales.,monthly_sales
Can you generate business overview?,dashboard_summary
Display highest profit product,highest_profit_product
Could you provide the shipping mode?,shipping_analysis
Compare all sales across categories,sales_by_category
Generate overall stock summary,inventory_summary
Generate a report for business growth.,sales_growth
Can you provide city performance?,bottom_cities
Calculate the total earnings,total_profit
Give detailed bottom products.,bottom_products
What is least valuable customers?,bottom_customers
Create a report for bottom states.,bottom_states
I want total profit.,total_profit
Tell me ship mode analysis.,shipping_analysis
Create dashboard for annual profit.,yearly_profit
Give me discount analysis.,discount_analysis
Analyze the number of customers.,customer_count
I need the least profitable cities.,bottom_cities
Analyze average sales.,average_sales
I want subcategory sales.,sales_by_subcategory
I'd like to know the overall discount.,discount_analysis
Display complete least profitable cities.,bottom_cities
Provide ship mode analysis,shipping_analysis
Present the highest sales states.,top_states
What is least popular products?,bottom_products
Kindly reveal the average sales amount.,average_sales
Provide overall customers,customer_count
Kindly list the top selling states.,top_states
Summarize the city performance.,top_cities
I need the average income.,average_profit
Kindly provide the order count.,order_count
Analyze the year wise profit.,yearly_profit
Review monthly business sales.,monthly_sales
Provide detailed least profitable region.,worst_region
Identify worst profit product,lowest_profit_product
Please list bottom states.,bottom_states
Show all sales across categories,sales_by_category
Can I see the discount percentage?,discount_analysis
